48, Bonjibod, 2018-11-15 15:38:50, Assessment - DETAILS, tbl_assessment_details, ADD, 1696
70, Bermejo, 2019-01-15 09:37:19, Assessment - DETAILS, tbl_assessment_details, UPDATE, 585
70, Bermejo, 2019-01-15 09:37:22, Business Lines, tbl_application_business_line, UPDATE, 585
70, Bermejo, 2019-01-15 09:37:22, Application - EMPLOYEES, tbl_application_form, UPDATE, 585
70, Bermejo, 2019-01-15 09:37:25, Assessment - DETAILS, tbl_assessment_details, UPDATE, 585
70, Bermejo, 2019-01-15 09:37:26, Business Lines, tbl_application_business_line, UPDATE, 585
70, Bermejo, 2019-01-15 09:37:26, Application - EMPLOYEES, tbl_application_form, UPDATE, 585
52, Pabalan, 2019-01-15 09:40:15, Assessment - ASSESSED, tbl_assessment, ADD, 585
52, Pabalan, 2019-01-15 09:40:16, Assessment - ASSESSED, tbl_assessment_fees, ADD, 585
52, Pabalan, 2019-01-15 09:40:16, Billing, tbl_billing_fees, ADD, 585
52, Pabalan, 2019-01-15 09:40:16, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 585
70, Bermejo, 2019-01-15 09:41:36, Assessment - APPROVED, tbl_assessment, UPDATE, 585
47, Sarabia, 2019-01-15 09:52:08, Assessment - DETAILS, tbl_assessment_details, ADD, 36
47, Sarabia, 2019-01-15 09:52:09, Business Lines, tbl_application_business_line, UPDATE, 36
47, Sarabia, 2019-01-15 09:52:09, Application - EMPLOYEES, tbl_application_form, UPDATE, 36
47, Sarabia, 2019-01-15 09:53:01, Assessment - DETAILS, tbl_assessment_details, UPDATE, 36
47, Sarabia, 2019-01-15 09:53:01, Business Lines, tbl_application_business_line, UPDATE, 36
47, Sarabia, 2019-01-15 09:53:01, Application - EMPLOYEES, tbl_application_form, UPDATE, 36
47, Sarabia, 2019-01-15 09:54:08, Assessment - DETAILS, tbl_assessment_details, UPDATE, 36
47, Sarabia, 2019-01-15 09:54:08, Business Lines, tbl_application_business_line, UPDATE, 36
47, Sarabia, 2019-01-15 09:54:08, Application - EMPLOYEES, tbl_application_form, UPDATE, 36
47, Sarabia, 2019-01-15 09:55:03, Assessment - ASSESSED, tbl_assessment, ADD, 36
47, Sarabia, 2019-01-15 09:55:04, Assessment - ASSESSED, tbl_assessment_fees, ADD, 36
47, Sarabia, 2019-01-15 09:55:04, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 36
48, Bonjibod, 2019-01-15 09:57:59, Assessment - DETAILS, tbl_assessment_details, ADD, 997
48, Bonjibod, 2019-01-15 09:57:59, Business Lines, tbl_application_business_line, UPDATE, 997
48, Bonjibod, 2019-01-15 09:57:59, Application - EMPLOYEES, tbl_application_form, UPDATE, 997
48, Bonjibod, 2019-01-15 09:59:35, Assessment - ASSESSED, tbl_assessment, ADD, 997
48, Bonjibod, 2019-01-15 09:59:35, Assessment - ASSESSED, tbl_assessment_fees, ADD, 997
48, Bonjibod, 2019-01-15 09:59:35, Billing, tbl_billing_fees, ADD, 997
48, Bonjibod, 2019-01-15 09:59:35, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 997
70, Bermejo, 2019-01-15 10:00:38, Assessment - APPROVED, tbl_assessment, UPDATE, 36
70, Bermejo, 2019-01-15 10:00:38, Assessment - APPROVED, tbl_assessment, UPDATE, 36
70, Bermejo, 2019-01-15 10:00:39, Assessment - APPROVED, tbl_assessment, UPDATE, 36
70, Bermejo, 2019-01-15 10:01:57, Assessment - APPROVED, tbl_assessment, UPDATE, 997
47, Sarabia, 2019-01-15 10:18:22, Assessment - DETAILS, tbl_assessment_details, ADD, 502
47, Sarabia, 2019-01-15 10:18:22, Business Lines, tbl_application_business_line, UPDATE, 502
47, Sarabia, 2019-01-15 10:18:22, Application - EMPLOYEES, tbl_application_form, UPDATE, 502
47, Sarabia, 2019-01-15 10:21:28, Assessment - ASSESSED, tbl_assessment, ADD, 502
47, Sarabia, 2019-01-15 10:21:28, Assessment - ASSESSED, tbl_assessment_fees, ADD, 502
47, Sarabia, 2019-01-15 10:21:28, Billing, tbl_billing_fees, ADD, 502
47, Sarabia, 2019-01-15 10:21:28, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 502
70, Bermejo, 2019-01-15 10:22:09, Assessment - APPROVED, tbl_assessment, UPDATE, 502
48, Bonjibod, 2019-01-15 10:29:07, Assessment - DETAILS, tbl_assessment_details, ADD, 185
48, Bonjibod, 2019-01-15 10:29:07, Business Lines, tbl_application_business_line, UPDATE, 185
48, Bonjibod, 2019-01-15 10:29:07, Application - EMPLOYEES, tbl_application_form, UPDATE, 185
48, Bonjibod, 2019-01-15 10:29:40, Assessment - ASSESSED, tbl_assessment, ADD, 185
48, Bonjibod, 2019-01-15 10:29:41, Assessment - ASSESSED, tbl_assessment_fees, ADD, 185
48, Bonjibod, 2019-01-15 10:29:41, Billing, tbl_billing_fees, ADD, 185
48, Bonjibod, 2019-01-15 10:29:42, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 185
70, Bermejo, 2019-01-15 10:35:52, Assessment - APPROVED, tbl_assessment, UPDATE, 185
52, Pabalan, 2019-01-15 10:42:00, Assessment - DETAILS, tbl_assessment_details, ADD, 92
52, Pabalan, 2019-01-15 10:42:00, Business Lines, tbl_application_business_line, UPDATE, 92
52, Pabalan, 2019-01-15 10:42:00, Application - EMPLOYEES, tbl_application_form, UPDATE, 92
52, Pabalan, 2019-01-15 10:42:16, Assessment - ASSESSED, tbl_assessment, ADD, 92
52, Pabalan, 2019-01-15 10:42:16, Assessment - ASSESSED, tbl_assessment_fees, ADD, 92
52, Pabalan, 2019-01-15 10:42:16, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 92
79, ROSANO, 2019-01-15 10:43:25, Assessment - APPROVED, tbl_assessment, UPDATE, 92
79, ROSANO, 2019-01-15 10:43:43, Assessment - APPROVED, tbl_assessment, UPDATE, 92
70, Bermejo, 2019-01-15 10:46:49, Assessment - DETAILS, tbl_assessment_details, UPDATE, 185
70, Bermejo, 2019-01-15 10:46:49, Business Lines, tbl_application_business_line, UPDATE, 185
70, Bermejo, 2019-01-15 10:46:49, Application - EMPLOYEES, tbl_application_form, UPDATE, 185
70, Bermejo, 2019-01-15 10:46:50, Assessment - DETAILS, tbl_assessment_details, UPDATE, 185
70, Bermejo, 2019-01-15 10:46:50, Business Lines, tbl_application_business_line, UPDATE, 185
70, Bermejo, 2019-01-15 10:46:50, Application - EMPLOYEES, tbl_application_form, UPDATE, 185
48, Bonjibod, 2019-01-15 10:47:45, Assessment - ASSESSED, tbl_assessment, ADD, 185
48, Bonjibod, 2019-01-15 10:47:45, Assessment - ASSESSED, tbl_assessment_fees, ADD, 185
48, Bonjibod, 2019-01-15 10:47:45, Billing, tbl_billing_fees, ADD, 185
48, Bonjibod, 2019-01-15 10:47:46, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 185
47, Sarabia, 2019-01-15 10:50:01, Assessment - DETAILS, tbl_assessment_details, ADD, 29
47, Sarabia, 2019-01-15 10:50:01, Business Lines, tbl_application_business_line, UPDATE, 29
47, Sarabia, 2019-01-15 10:50:01, Application - EMPLOYEES, tbl_application_form, UPDATE, 29
47, Sarabia, 2019-01-15 10:50:48, Assessment - ASSESSED, tbl_assessment, ADD, 29
47, Sarabia, 2019-01-15 10:50:48, Assessment - ASSESSED, tbl_assessment_fees, ADD, 29
47, Sarabia, 2019-01-15 10:50:48, Billing, tbl_billing_fees, ADD, 29
47, Sarabia, 2019-01-15 10:50:49, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 29
70, Bermejo, 2019-01-15 10:53:42, Assessment - APPROVED, tbl_assessment, UPDATE, 185
70, Bermejo, 2019-01-15 10:56:31, Assessment - APPROVED, tbl_assessment, UPDATE, 29
70, Bermejo, 2019-01-15 10:56:31, Assessment - APPROVED, tbl_assessment, UPDATE, 29
47, Sarabia, 2019-01-15 11:06:12, Assessment - DETAILS, tbl_assessment_details, ADD, 891
47, Sarabia, 2019-01-15 11:06:12, Business Lines, tbl_application_business_line, UPDATE, 891
47, Sarabia, 2019-01-15 11:06:13, Application - EMPLOYEES, tbl_application_form, UPDATE, 891
34, Testing, 2019-01-15 11:11:07, Assessment - DETAILS, tbl_assessment_details, UPDATE, 92
34, Testing, 2019-01-15 11:11:07, Business Lines, tbl_application_business_line, UPDATE, 92
34, Testing, 2019-01-15 11:11:07, Application - EMPLOYEES, tbl_application_form, UPDATE, 92
52, Pabalan, 2019-01-15 11:12:12, Assessment - ASSESSED, tbl_assessment, ADD, 92
52, Pabalan, 2019-01-15 11:12:13, Assessment - ASSESSED, tbl_assessment_fees, ADD, 92
52, Pabalan, 2019-01-15 11:12:13, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 92
70, Bermejo, 2019-01-15 11:13:08, Assessment - APPROVED, tbl_assessment, UPDATE, 92
52, Pabalan, 2019-01-15 11:18:07, Assessment - DETAILS, tbl_assessment_details, ADD, 320
52, Pabalan, 2019-01-15 11:18:07, Business Lines, tbl_application_business_line, UPDATE, 320
52, Pabalan, 2019-01-15 11:18:07, Application - EMPLOYEES, tbl_application_form, UPDATE, 320
52, Pabalan, 2019-01-15 11:18:19, Assessment - ASSESSED, tbl_assessment, ADD, 320
52, Pabalan, 2019-01-15 11:18:20, Assessment - ASSESSED, tbl_assessment_fees, ADD, 320
52, Pabalan, 2019-01-15 11:18:20, Billing, tbl_billing_fees, ADD, 320
52, Pabalan, 2019-01-15 11:18:20, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 320
70, Bermejo, 2019-01-15 11:19:11, Assessment - APPROVED, tbl_assessment, UPDATE, 320
52, Pabalan, 2019-01-15 11:21:36, Assessment - DETAILS, tbl_assessment_details, ADD, 324
52, Pabalan, 2019-01-15 11:21:36, Business Lines, tbl_application_business_line, UPDATE, 324
52, Pabalan, 2019-01-15 11:21:36, Application - EMPLOYEES, tbl_application_form, UPDATE, 324
52, Pabalan, 2019-01-15 11:23:30, Assessment - DETAILS, tbl_assessment_details, UPDATE, 324
52, Pabalan, 2019-01-15 11:23:31, Business Lines, tbl_application_business_line, UPDATE, 324
52, Pabalan, 2019-01-15 11:23:31, Application - EMPLOYEES, tbl_application_form, UPDATE, 324
52, Pabalan, 2019-01-15 11:24:21, Assessment - DETAILS, tbl_assessment_details, UPDATE, 324
52, Pabalan, 2019-01-15 11:24:21, Business Lines, tbl_application_business_line, UPDATE, 324
52, Pabalan, 2019-01-15 11:24:21, Application - EMPLOYEES, tbl_application_form, UPDATE, 324
52, Pabalan, 2019-01-15 11:25:28, Assessment - DETAILS, tbl_assessment_details, UPDATE, 324
52, Pabalan, 2019-01-15 11:25:28, Business Lines, tbl_application_business_line, UPDATE, 324
52, Pabalan, 2019-01-15 11:25:28, Application - EMPLOYEES, tbl_application_form, UPDATE, 324
47, Sarabia, 2019-01-15 11:25:53, Assessment - ASSESSED, tbl_assessment, ADD, 891
47, Sarabia, 2019-01-15 11:25:53, Assessment - ASSESSED, tbl_assessment_fees, ADD, 891
47, Sarabia, 2019-01-15 11:25:53, Billing, tbl_billing_fees, ADD, 891
47, Sarabia, 2019-01-15 11:25:54, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 891
52, Pabalan, 2019-01-15 11:28:55, Assessment - DETAILS, tbl_assessment_details, UPDATE, 324
52, Pabalan, 2019-01-15 11:28:56, Business Lines, tbl_application_business_line, UPDATE, 324
52, Pabalan, 2019-01-15 11:28:56, Application - EMPLOYEES, tbl_application_form, UPDATE, 324
52, Pabalan, 2019-01-15 11:29:21, Assessment - DETAILS, tbl_assessment_details, UPDATE, 324
52, Pabalan, 2019-01-15 11:29:21, Business Lines, tbl_application_business_line, UPDATE, 324
52, Pabalan, 2019-01-15 11:29:21, Application - EMPLOYEES, tbl_application_form, UPDATE, 324
47, Sarabia, 2019-01-15 11:30:14, Assessment - DETAILS, tbl_assessment_details, ADD, 788
47, Sarabia, 2019-01-15 11:30:14, Business Lines, tbl_application_business_line, UPDATE, 788
47, Sarabia, 2019-01-15 11:30:14, Application - EMPLOYEES, tbl_application_form, UPDATE, 788
52, Pabalan, 2019-01-15 11:30:17, Assessment - DETAILS, tbl_assessment_details, UPDATE, 324
52, Pabalan, 2019-01-15 11:30:17, Business Lines, tbl_application_business_line, UPDATE, 324
52, Pabalan, 2019-01-15 11:30:17, Application - EMPLOYEES, tbl_application_form, UPDATE, 324
52, Pabalan, 2019-01-15 11:30:17, Assessment - DETAILS, tbl_assessment_details, UPDATE, 324
52, Pabalan, 2019-01-15 11:30:17, Business Lines, tbl_application_business_line, UPDATE, 324
52, Pabalan, 2019-01-15 11:30:17, Application - EMPLOYEES, tbl_application_form, UPDATE, 324
52, Pabalan, 2019-01-15 11:30:33, Assessment - ASSESSED, tbl_assessment, ADD, 324
52, Pabalan, 2019-01-15 11:30:34, Assessment - ASSESSED, tbl_assessment_fees, ADD, 324
52, Pabalan, 2019-01-15 11:30:34, Billing, tbl_billing_fees, ADD, 324
52, Pabalan, 2019-01-15 11:30:34, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 324
70, Bermejo, 2019-01-15 11:30:43, Assessment - APPROVED, tbl_assessment, UPDATE, 891
47, Sarabia, 2019-01-15 11:33:35, Assessment - ASSESSED, tbl_assessment, ADD, 788
47, Sarabia, 2019-01-15 11:33:36, Assessment - ASSESSED, tbl_assessment_fees, ADD, 788
47, Sarabia, 2019-01-15 11:33:37, Billing, tbl_billing_fees, ADD, 788
47, Sarabia, 2019-01-15 11:33:38, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 788
79, ROSANO, 2019-01-15 11:34:24, Assessment - APPROVED, tbl_assessment, UPDATE, 324
79, ROSANO, 2019-01-15 11:34:25, Assessment - APPROVED, tbl_assessment, UPDATE, 324
79, ROSANO, 2019-01-15 11:34:29, Assessment - APPROVED, tbl_assessment, UPDATE, 324
79, ROSANO, 2019-01-15 11:34:37, Assessment - APPROVED, tbl_assessment, UPDATE, 324
79, ROSANO, 2019-01-15 11:34:42, Assessment - APPROVED, tbl_assessment, UPDATE, 324
79, ROSANO, 2019-01-15 11:34:46, Assessment - APPROVED, tbl_assessment, UPDATE, 324
47, Sarabia, 2019-01-15 11:35:41, Assessment - DETAILS, tbl_assessment_details, ADD, 288
47, Sarabia, 2019-01-15 11:35:41, Business Lines, tbl_application_business_line, UPDATE, 288
47, Sarabia, 2019-01-15 11:35:41, Application - EMPLOYEES, tbl_application_form, UPDATE, 288
70, Bermejo, 2019-01-15 11:36:33, Assessment - APPROVED, tbl_assessment, UPDATE, 788
70, Bermejo, 2019-01-15 11:36:33, Assessment - APPROVED, tbl_assessment, UPDATE, 788
70, Bermejo, 2019-01-15 11:36:33, Assessment - APPROVED, tbl_assessment, UPDATE, 788
70, Bermejo, 2019-01-15 11:36:35, Assessment - APPROVED, tbl_assessment, UPDATE, 788
70, Bermejo, 2019-01-15 11:36:39, Assessment - APPROVED, tbl_assessment, UPDATE, 788
70, Bermejo, 2019-01-15 11:36:40, Assessment - APPROVED, tbl_assessment, UPDATE, 788
47, Sarabia, 2019-01-15 11:36:53, Assessment - ASSESSED, tbl_assessment, ADD, 288
47, Sarabia, 2019-01-15 11:36:53, Assessment - ASSESSED, tbl_assessment_fees, ADD, 288
47, Sarabia, 2019-01-15 11:36:54, Billing, tbl_billing_fees, ADD, 288
47, Sarabia, 2019-01-15 11:36:54, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 288
70, Bermejo, 2019-01-15 11:36:54, Assessment - APPROVED, tbl_assessment, UPDATE, 788
70, Bermejo, 2019-01-15 11:36:54, Assessment - APPROVED, tbl_assessment, UPDATE, 788
70, Bermejo, 2019-01-15 11:37:24, Assessment - APPROVED, tbl_assessment, UPDATE, 788
79, ROSANO, 2019-01-15 11:39:11, Assessment - APPROVED, tbl_assessment, UPDATE, 288
79, ROSANO, 2019-01-15 11:39:30, Assessment - APPROVED, tbl_assessment, UPDATE, 288
52, Pabalan, 2019-01-15 11:40:05, Assessment - DETAILS, tbl_assessment_details, ADD, 438
52, Pabalan, 2019-01-15 11:40:05, Business Lines, tbl_application_business_line, UPDATE, 438
52, Pabalan, 2019-01-15 11:40:05, Application - EMPLOYEES, tbl_application_form, UPDATE, 438
52, Pabalan, 2019-01-15 11:40:20, Assessment - ASSESSED, tbl_assessment, ADD, 438
52, Pabalan, 2019-01-15 11:40:20, Assessment - ASSESSED, tbl_assessment_fees, ADD, 438
52, Pabalan, 2019-01-15 11:40:21, Billing, tbl_billing_fees, ADD, 438
52, Pabalan, 2019-01-15 11:40:21, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 438
70, Bermejo, 2019-01-15 11:42:46, Assessment - DETAILS, tbl_assessment_details, UPDATE, 324
70, Bermejo, 2019-01-15 11:42:46, Business Lines, tbl_application_business_line, UPDATE, 324
70, Bermejo, 2019-01-15 11:42:46, Application - EMPLOYEES, tbl_application_form, UPDATE, 324
52, Pabalan, 2019-01-15 11:43:41, Assessment - ASSESSED, tbl_assessment, ADD, 324
52, Pabalan, 2019-01-15 11:43:41, Assessment - ASSESSED, tbl_assessment_fees, ADD, 324
52, Pabalan, 2019-01-15 11:43:42, Billing, tbl_billing_fees, ADD, 324
52, Pabalan, 2019-01-15 11:43:42, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 324
70, Bermejo, 2019-01-15 11:44:51, Assessment - APPROVED, tbl_assessment, UPDATE, 438
70, Bermejo, 2019-01-15 11:45:22, Assessment - APPROVED, tbl_assessment, UPDATE, 324
47, Sarabia, 2019-01-15 11:47:37, Assessment - DETAILS, tbl_assessment_details, ADD, 1432
47, Sarabia, 2019-01-15 11:47:37, Business Lines, tbl_application_business_line, UPDATE, 1432
47, Sarabia, 2019-01-15 11:47:37, Application - EMPLOYEES, tbl_application_form, UPDATE, 1432
47, Sarabia, 2019-01-15 11:47:54, Assessment - ASSESSED, tbl_assessment, ADD, 1432
47, Sarabia, 2019-01-15 11:47:54, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1432
47, Sarabia, 2019-01-15 11:47:54, Billing, tbl_billing_fees, ADD, 1432
47, Sarabia, 2019-01-15 11:47:54, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1432
70, Bermejo, 2019-01-15 11:48:48, Assessment - APPROVED, tbl_assessment, UPDATE, 1432
52, Pabalan, 2019-01-15 11:50:34, Assessment - DETAILS, tbl_assessment_details, ADD, 750
52, Pabalan, 2019-01-15 11:50:34, Business Lines, tbl_application_business_line, UPDATE, 750
52, Pabalan, 2019-01-15 11:50:34, Application - EMPLOYEES, tbl_application_form, UPDATE, 750
52, Pabalan, 2019-01-15 11:50:38, Assessment - ASSESSED, tbl_assessment, ADD, 750
52, Pabalan, 2019-01-15 11:50:38, Assessment - ASSESSED, tbl_assessment_fees, ADD, 750
52, Pabalan, 2019-01-15 11:50:38, Billing, tbl_billing_fees, ADD, 750
52, Pabalan, 2019-01-15 11:50:38, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 750
52, Pabalan, 2019-01-15 11:53:10, Assessment - DETAILS, tbl_assessment_details, ADD, 682
52, Pabalan, 2019-01-15 11:53:10, Business Lines, tbl_application_business_line, UPDATE, 682
52, Pabalan, 2019-01-15 11:53:10, Application - EMPLOYEES, tbl_application_form, UPDATE, 682
79, ROSANO, 2019-01-15 11:53:24, Assessment - DETAILS, tbl_assessment_details, ADD, 1831
79, ROSANO, 2019-01-15 11:53:24, Business Lines, tbl_application_business_line, UPDATE, 1831
79, ROSANO, 2019-01-15 11:53:24, Application - EMPLOYEES, tbl_application_form, UPDATE, 1831
52, Pabalan, 2019-01-15 11:53:27, Assessment - ASSESSED, tbl_assessment, ADD, 682
52, Pabalan, 2019-01-15 11:53:27, Assessment - ASSESSED, tbl_assessment_fees, ADD, 682
70, Bermejo, 2019-01-15 11:53:27, Assessment - APPROVED, tbl_assessment, UPDATE, 750
52, Pabalan, 2019-01-15 11:53:27, Billing, tbl_billing_fees, ADD, 682
52, Pabalan, 2019-01-15 11:53:27, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 682
79, ROSANO, 2019-01-15 11:54:18, Assessment - ASSESSED, tbl_assessment, ADD, 1831
79, ROSANO, 2019-01-15 11:54:18, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1831
79, ROSANO, 2019-01-15 11:54:18, Billing, tbl_billing_fees, ADD, 1831
79, ROSANO, 2019-01-15 11:54:18, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1831
79, ROSANO, 2019-01-15 11:54:33, Assessment - APPROVED, tbl_assessment, UPDATE, 1831
79, ROSANO, 2019-01-15 11:54:44, Assessment - APPROVED, tbl_assessment, UPDATE, 1831
70, Bermejo, 2019-01-15 11:57:03, Assessment - DETAILS, tbl_assessment_details, UPDATE, 1432
70, Bermejo, 2019-01-15 11:57:04, Business Lines, tbl_application_business_line, UPDATE, 1432
70, Bermejo, 2019-01-15 11:57:04, Application - EMPLOYEES, tbl_application_form, UPDATE, 1432
47, Sarabia, 2019-01-15 11:58:07, Assessment - ASSESSED, tbl_assessment, ADD, 1432
47, Sarabia, 2019-01-15 11:58:07, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1432
47, Sarabia, 2019-01-15 11:58:07, Billing, tbl_billing_fees, ADD, 1432
47, Sarabia, 2019-01-15 11:58:07, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1432
70, Bermejo, 2019-01-15 11:58:26, Assessment - APPROVED, tbl_assessment, UPDATE, 682
70, Bermejo, 2019-01-15 11:59:35, Assessment - APPROVED, tbl_assessment, UPDATE, 1432
79, ROSANO, 2019-01-15 12:14:20, Assessment - DETAILS, tbl_assessment_details, ADD, 285
79, ROSANO, 2019-01-15 12:14:20, Business Lines, tbl_application_business_line, UPDATE, 285
79, ROSANO, 2019-01-15 12:14:20, Application - EMPLOYEES, tbl_application_form, UPDATE, 285
79, ROSANO, 2019-01-15 12:14:36, Assessment - ASSESSED, tbl_assessment, ADD, 285
79, ROSANO, 2019-01-15 12:14:36, Assessment - ASSESSED, tbl_assessment_fees, ADD, 285
79, ROSANO, 2019-01-15 12:14:36, Billing, tbl_billing_fees, ADD, 285
79, ROSANO, 2019-01-15 12:14:36, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 285
79, ROSANO, 2019-01-15 12:14:44, Assessment - APPROVED, tbl_assessment, UPDATE, 285
48, Bonjibod, 2019-01-15 13:01:17, Assessment - DETAILS, tbl_assessment_details, ADD, 899
48, Bonjibod, 2019-01-15 13:01:17, Business Lines, tbl_application_business_line, UPDATE, 899
48, Bonjibod, 2019-01-15 13:01:17, Application - EMPLOYEES, tbl_application_form, UPDATE, 899
48, Bonjibod, 2019-01-15 13:33:14, Assessment - DETAILS, tbl_assessment_details, ADD, 243
48, Bonjibod, 2019-01-15 13:33:16, Business Lines, tbl_application_business_line, UPDATE, 243
48, Bonjibod, 2019-01-15 13:33:16, Application - EMPLOYEES, tbl_application_form, UPDATE, 243
48, Bonjibod, 2019-01-15 13:33:17, Assessment - DETAILS, tbl_assessment_details, ADD, 243
48, Bonjibod, 2019-01-15 13:33:17, Business Lines, tbl_application_business_line, UPDATE, 243
48, Bonjibod, 2019-01-15 13:33:17, Application - EMPLOYEES, tbl_application_form, UPDATE, 243
48, Bonjibod, 2019-01-15 13:34:05, Assessment - ASSESSED, tbl_assessment, ADD, 243
48, Bonjibod, 2019-01-15 13:34:06, Assessment - ASSESSED, tbl_assessment_fees, ADD, 243
48, Bonjibod, 2019-01-15 13:34:07, Billing, tbl_billing_fees, ADD, 243
48, Bonjibod, 2019-01-15 13:34:08, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 243
52, Pabalan, 2019-01-15 13:40:43, Assessment - DETAILS, tbl_assessment_details, UPDATE, 899
52, Pabalan, 2019-01-15 13:40:44, Business Lines, tbl_application_business_line, UPDATE, 899
52, Pabalan, 2019-01-15 13:40:44, Application - EMPLOYEES, tbl_application_form, UPDATE, 899
52, Pabalan, 2019-01-15 13:40:44, Assessment - DETAILS, tbl_assessment_details, UPDATE, 899
52, Pabalan, 2019-01-15 13:40:44, Business Lines, tbl_application_business_line, UPDATE, 899
52, Pabalan, 2019-01-15 13:40:44, Application - EMPLOYEES, tbl_application_form, UPDATE, 899
52, Pabalan, 2019-01-15 13:40:44, Assessment - DETAILS, tbl_assessment_details, UPDATE, 899
52, Pabalan, 2019-01-15 13:40:44, Business Lines, tbl_application_business_line, UPDATE, 899
52, Pabalan, 2019-01-15 13:40:44, Application - EMPLOYEES, tbl_application_form, UPDATE, 899
52, Pabalan, 2019-01-15 13:40:44, Assessment - DETAILS, tbl_assessment_details, UPDATE, 899
52, Pabalan, 2019-01-15 13:40:44, Business Lines, tbl_application_business_line, UPDATE, 899
52, Pabalan, 2019-01-15 13:40:44, Application - EMPLOYEES, tbl_application_form, UPDATE, 899
52, Pabalan, 2019-01-15 13:42:01, Assessment - ASSESSED, tbl_assessment, ADD, 899
52, Pabalan, 2019-01-15 13:42:01, Assessment - ASSESSED, tbl_assessment_fees, ADD, 899
52, Pabalan, 2019-01-15 13:42:02, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 899
70, Bermejo, 2019-01-15 13:42:38, Assessment - APPROVED, tbl_assessment, UPDATE, 243
79, ROSANO, 2019-01-15 13:44:31, Assessment - APPROVED, tbl_assessment, UPDATE, 899
79, ROSANO, 2019-01-15 13:44:35, Assessment - APPROVED, tbl_assessment, UPDATE, 899
79, ROSANO, 2019-01-15 14:01:27, Assessment - DETAILS, tbl_assessment_details, ADD, 52
79, ROSANO, 2019-01-15 14:01:28, Business Lines, tbl_application_business_line, UPDATE, 52
79, ROSANO, 2019-01-15 14:01:28, Application - EMPLOYEES, tbl_application_form, UPDATE, 52
79, ROSANO, 2019-01-15 14:05:22, Assessment - DETAILS, tbl_assessment_details, UPDATE, 52
79, ROSANO, 2019-01-15 14:05:23, Business Lines, tbl_application_business_line, UPDATE, 52
79, ROSANO, 2019-01-15 14:05:23, Application - EMPLOYEES, tbl_application_form, UPDATE, 52
79, ROSANO, 2019-01-15 14:07:03, Assessment - DETAILS, tbl_assessment_details, UPDATE, 52
79, ROSANO, 2019-01-15 14:07:03, Business Lines, tbl_application_business_line, UPDATE, 52
79, ROSANO, 2019-01-15 14:07:03, Application - EMPLOYEES, tbl_application_form, UPDATE, 52
79, ROSANO, 2019-01-15 14:07:34, Assessment - ASSESSED, tbl_assessment, ADD, 52
79, ROSANO, 2019-01-15 14:07:35, Assessment - ASSESSED, tbl_assessment_fees, ADD, 52
79, ROSANO, 2019-01-15 14:07:35, Billing, tbl_billing_fees, ADD, 52
79, ROSANO, 2019-01-15 14:07:36, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 52
79, ROSANO, 2019-01-15 14:08:24, Assessment - APPROVED, tbl_assessment, UPDATE, 52
79, ROSANO, 2019-01-15 14:09:03, Assessment - APPROVED, tbl_assessment, UPDATE, 52
52, Pabalan, 2019-01-15 14:10:09, Assessment - DETAILS, tbl_assessment_details, ADD, 1608
52, Pabalan, 2019-01-15 14:10:10, Business Lines, tbl_application_business_line, UPDATE, 1608
52, Pabalan, 2019-01-15 14:10:10, Application - EMPLOYEES, tbl_application_form, UPDATE, 1608
47, Sarabia, 2019-01-15 14:32:53, Assessment - DETAILS, tbl_assessment_details, ADD, 1835
47, Sarabia, 2019-01-15 14:32:56, Business Lines, tbl_application_business_line, UPDATE, 1835
47, Sarabia, 2019-01-15 14:32:56, Application - EMPLOYEES, tbl_application_form, UPDATE, 1835
47, Sarabia, 2019-01-15 14:34:53, Assessment - ASSESSED, tbl_assessment, ADD, 1835
